annual_salary,other_income,investments,deductions,age,tax_paid
1881641,341508,29328,90860,58,445523.83
716409,332221,77712,78539,41,84214.83
866165,302788,52832,43346,59,124105.8
2988363,324787,42771,90642,36,781477.94
4676321,275455,97421,12979,60,1299909.31
3910388,254084,150000,44828,43,1027928.93
3435192,129466,64538,7228,49,879182.3
2967891,30531,150000,74836,30,654758.83
3463050,14588,40151,74217,25,838740.24
1940687,311560,132701,73803,31,427671.82
2135090,143452,83463,70908,49,452141.35
945182,173717,96853,38918,47,103090.62
4137270,411034,89432,10920,54,1177161.02
616978,161929,28155,82392,34,37618.88
1233316,21711,149360,27785,61,125699.18
2821038,136169,50588,82757,62,670444.94
3580355,378492,150000,25178,30,969904.73
4936905,159465,11251,99490,62,1344916.25
1970485,284220,102420,71997,31,438449.86
4942297,346418,150000,83401,31,1366657.97
4068452,319753,9623,14052,55,1151133.36
4205605,160389,54715,95906,39,1104596.38
2401044,497981,6123,72868,44,669250.61
1512743,58480,3061,49383,21,263259.05
2941094,269188,106393,327,32,757711.34
2127205,464249,102035,88301,34,538548.82
3934445,250309,39095,70775,23,1060763.81
304195,55486,150000,75614,52,0.0
4301036,55162,150000,7038,36,1099537.92
1538486,210359,81897,8048,58,306976.8
2365251,29882,81443,94207,30,481878.7
1677852,54078,118005,14954,37,288278.95
3414850,320878,34814,57541,60,926132.38
1920023,238680,85141,45471,24,422164.39
2870308,108730,150000,68315,35,650745.58
3762169,174898,140517,13225,53,969797.4
4227446,350129,150000,98077,59,1140203.38
686275,306172,29767,85256,30,81104.19
498871,444547,46057,13531,27,82436.64
1357655,98938,150000,70871,53,174945.26
3149281,118319,86755,9530,37,778850.28
1494929,32543,27946,59035,32,238833.19
2704594,124279,150000,24791,37,617473.58
1443294,29362,3364,1649,36,247304.62
3767675,420531,150000,13472,34,1045117.01
1096816,158818,77015,68398,23,135788.95
4007085,403273,138470,90721,64,1093924.1
2614802,242721,133524,27134,50,630821.88
643031,305059,87208,66453,61,63841.23
1290668,414277,123208,12444,55,279019.42
2990373,313514,150000,41121,46,760582.99
3883444,165229,25345,86057,32,1017828.55
4116643,373519,85895,38217,51,1151607.6
3487058,142394,150000,22066,37,868104.43
3403503,69812,150000,68347,57,804950.02
1985516,471058,129022,36189,28,504305.26
4358179,296161,136087,74826,39,1175749.22
490998,318936,139729,63477,46,24799.42
2028022,420958,51116,35489,24,526461.0
3248593,228208,150000,27284,35,818849.3
1609854,458024,97599,24698,34,396421.27
381360,391342,26521,43660,50,44724.37
2644026,279773,54431,19637,62,678516.07
2715419,128614,10731,48024,44,658406.74
4338286,401461,149816,60405,63,1202612.11
1491210,96950,63094,61305,54,246093.43
2843061,174942,18423,33556,39,714799.49
3784197,488850,114612,82176,23,1061192.81
511955,64829,148640,69561,24,3046.32
2327599,245602,150000,97012,31,515170.97
2425198,10588,3934,72277,33,525587.4
1765070,393658,76945,3654,38,437776.25
4031342,367424,130443,40428,39,1108503.24
4582794,496195,96946,38036,64,1331930.18
4898713,470555,96344,44549,53,1420653.0
3990328,302865,139244,95379,58,1055673.84
4910899,168217,27358,65355,23,1345157.74
4096892,272743,150000,62119,55,1086544.99
2463089,334738,129774,89096,21,594034.58
3662092,475958,19763,46257,55,1059873.36
4637610,208502,150000,15987,56,1249599.0
3439536,134011,85997,20810,58,871022.88
2526133,252856,67975,20311,59,628899.34
1939461,284293,138876,54478,45,422884.8
2350224,389760,150000,34920,60,586579.97
4202713,197639,87189,8738,33,1132380.6
787100,141280,87507,73424,24,58229.39
3615871,197170,67525,62232,26,938584.61
2581732,371178,99248,5474,31,678034.66
2077971,180564,24604,59026,21,467970.36
2549316,20951,116585,66024,28,534349.3
4241059,179992,150000,50974,54,1106064.02
3066757,46766,150000,24144,60,706486.25
1536921,319158,129716,5622,29,326271.19
2447939,159423,150000,52273,56,539787.77
4554685,477432,150000,97366,59,1282242.31
1777969,442602,150000,39214,62,423183.38
4134999,87122,150000,93184,57,1030828.34
4463224,271452,10680,98233,62,1232638.06
2947176,321396,113508,57993,64,755686.15
3228149,468361,95619,25223,41,905008.42
2838509,488247,55037,21865,40,803354.45
3851387,83211,99969,74108,58,962682.55
2304683,421280,111115,63649,21,585374.09
2727419,447095,58914,43026,55,748043.09
1911672,126534,150000,89037,48,350740.73
3412883,8720,107255,59207,27,805003.99
3228631,388348,10349,26866,63,906286.37
2771165,436156,150000,12416,64,739410.36
1978539,79993,150000,25775,29,376820.18
4224733,461691,28525,29080,21,1233591.53
1614022,309257,5948,70423,56,365635.3
4001250,311070,14498,19374,54,1124275.78
1152246,431419,150000,58451,54,218466.77
219675,219973,59790,52599,37,1417.47
273997,398608,138732,82141,52,7890.06
1167561,25905,26245,15684,22,148679.54
2198671,204580,131310,24002,56,490756.97
686799,50385,150000,91551,45,10172.92
2438057,30653,46659,22972,63,537912.65
4664344,91865,125983,66153,46,1213390.78
2609029,477936,74874,46404,46,714694.34
4121451,125813,42517,6309,41,1099312.66
766088,145871,126618,84675,38,44338.53
1962999,191175,75885,68326,49,416508.46
858003,248535,46350,7826,44,117736.94
2600081,15052,77179,12134,48,577455.84
1005113,137116,150000,19693,32,100887.49
2663160,150943,45013,4054,31,652091.23
1133396,220375,39913,16090,47,194303.62
3362801,413450,45819,89344,43,925419.46
4234464,21381,82168,15569,53,1086729.7
1803546,148346,92680,32227,36,359419.32
2292101,243234,94792,6508,48,548818.92
2159310,481056,150000,16608,48,561212.5
1656081,256017,150000,89059,58,311388.17
315359,345252,133932,75969,26,7836.92
2363859,235020,49875,97475,62,554277.05
4645655,49892,145991,24520,49,1201211.23
3935444,181593,73947,77424,54,1026687.79
3741483,353645,9586,30932,23,1054438.32
2792631,214992,51986,19734,26,705401.74
1884351,345535,89848,69363,58,435450.6
1712760,280064,23055,50555,33,388194.77
1662436,278846,150000,16257,56,343207.8
3757689,256216,150000,32194,35,984893.83
4646228,496673,28807,96854,26,1354778.88
3080593,264038,47177,16793,53,812966.23
2063236,293129,68625,34684,61,492353.47
2546582,159359,145314,93550,32,559128.02
3773465,258771,56317,53219,63,1013282.4
3967255,125702,150000,2859,33,1018710.58
1799792,73527,16433,39840,53,356318.35
4674770,146511,33282,97392,48,1252869.38
650930,390820,76519,59327,56,87028.03
4947647,225692,43578,34819,25,1379021.9
2602187,304379,130843,85621,45,628711.82
3698408,158731,108333,73750,37,936017.47
2565600,287120,150000,41704,57,619636.99
3877361,235311,50317,66137,39,1036220.02
3238915,344787,127878,60379,55,848778.84
291006,198937,108745,24318,63,2957.76
4351785,369775,129230,80987,54,1196939.02
4278584,199378,65950,63956,26,1145993.47
4523654,56697,59612,5274,39,1198225.08
888725,70382,64873,18226,21,80809.66
3103030,278795,115792,43634,27,794788.49
988768,180116,150000,96462,54,90463.78
406487,14633,150000,64501,39,0.0
3837820,79164,150000,19046,53,958756.66
3484321,262713,124814,74210,46,896379.12
878841,453116,15231,84559,61,173836.1
3139302,329653,87385,21910,62,837613.92
3652501,123425,41163,11503,47,951057.12
245232,363270,121880,48392,58,7187.96
2645840,250220,150000,61472,46,626991.46
1579904,389666,87592,70904,55,354455.09
4049033,295182,106564,89063,40,1083759.46
1637188,180160,55535,45335,44,324941.14
1856321,204249,110952,22487,41,390664.87
738645,205538,150000,36593,46,56178.72
1771951,465432,150000,75927,40,416974.27
4725121,197865,135824,9874,26,1279913.86
3029455,467002,24507,54822,23,855543.94
2703292,300282,124225,53948,30,670925.11
2390421,456526,110282,3608,32,642113.78
3566823,421973,150000,95987,53,957156.41
2810469,201466,150000,99322,42,651335.26
2367354,472243,70559,54501,36,636335.54
1297353,484046,982,53912,37,328069.56
4585010,187223,129128,27546,30,1229454.41
1024255,372884,147218,68203,32,158096.02
3671750,111174,150000,62496,39,903373.54
4675156,311416,76737,55186,60,1304050.49
2965331,137980,82446,42346,43,718697.93
788158,404060,88567,5230,60,132107.35
2830723,313599,23636,25720,30,755029.39
4031661,496381,82850,43023,30,1162876.73
1065139,68447,150000,37602,30,95364.67
1778638,205599,150000,67082,59,340752.36
3966484,339252,83866,15050,50,1101927.84
3101717,436282,150000,51315,24,830445.41
2411738,226301,62726,52164,21,576622.49
489768,433220,80901,30134,63,67486.22
2839929,300477,141180,15640,39,720278.83
3333211,383363,68896,86364,25,900529.97
2468185,345173,150000,61671,50,601126.34
3427544,301841,40880,14284,46,935756.95
1926199,279778,52077,60526,60,442532.69
4670013,387664,3625,3423,54,1365196.25
4568327,286705,38237,28577,22,1283324.02
643945,411249,1223,58900,44,105574.77
221253,466103,150000,84606,34,7943.0
3803110,55063,65197,67868,61,951633.7
2476787,288065,74693,6066,62,626837.02
2454614,19340,111555,83576,33,500392.78
4052666,62781,37760,57888,49,1043577.29
1150162,277045,110174,8583,21,197636.4
1474634,10638,127192,38057,54,201247.18
2955063,431812,150000,22604,24,792252.55
1428807,217986,29024,26564,48,285855.96
322775,306468,23202,61429,39,12719.82
4714276,350500,119414,98600,21,1301589.74
4663158,221668,51524,88393,56,1269811.61
614600,294786,150000,28941,63,50532.56
2469070,25378,150000,55511,33,503548.34
4613359,313011,140432,37962,62,1270768.51
2233901,335830,98228,38573,25,548474.16
3031569,305019,104755,25692,53,789715.99
1648763,118171,144013,58420,34,277524.31
2719507,482811,15993,82415,36,757819.92
1456715,362205,14620,35763,52,341183.54
280257,214801,123271,82013,47,0.0
1726534,64377,20193,45680,55,327611.86
1024143,260339,51559,6393,23,172077.36
3214938,54691,21248,33488,24,792446.62
4002986,486553,150000,21459,27,1136640.96
4922727,457519,136099,12554,33,1421657.02
571616,454055,63410,37867,61,90873.95
2160155,311207,4260,78104,23,534767.38
3824064,91782,37596,45015,37,985369.32
975158,259896,9012,5057,30,170347.32
2910527,78343,25823,83026,21,687966.55
1968967,345215,73851,5305,48,486728.11
1116383,398708,47027,61276,30,228317.86
479215,121399,83794,32740,27,9572.16
3043236,31357,25099,24118,59,733317.31
3937859,465054,101427,6674,23,1129381.34
473349,294458,36992,42331,27,41804.67
4318893,441913,119942,90534,29,1209102.96
2160584,70283,117886,15316,60,443871.48
3933003,59567,142049,16217,55,985702.85
1616207,309150,150000,67541,46,322238.59
778688,453227,150000,14602,25,122401.66
4426156,237778,150000,87181,33,1170546.94
2674653,141758,9218,13987,50,660880.27
3402209,430665,21788,49915,60,962885.35
4427995,61606,20501,13543,59,1179533.78
4788645,281035,103733,27944,30,1330056.94
732726,445331,15210,58241,62,134037.07
4152255,101732,128476,9144,43,1073706.5
4017242,191791,74225,38459,31,1067460.89
439968,488680,150000,39827,32,52274.77
488963,466246,63721,30741,33,77635.38
2792536,429939,150000,70015,60,726167.52
3175635,292021,150000,69734,36,802751.66
3501017,249465,139988,74627,29,892590.5
719165,224589,150000,69741,30,49194.7
4614084,14026,31449,69177,49,1201975.01
3640866,282566,89333,3543,29,984533.47
4078363,402460,20782,5591,53,1179188.4
3443484,295625,20243,94877,44,920084.57
3224243,351324,29379,56395,55,878215.42
1227557,109384,37780,60434,31,175882.82
2196170,252771,150000,29055,59,497604.43
4088577,58031,114944,6116,33,1045370.98
1406123,401737,19984,55485,43,329905.99
1816596,394962,50,66297,45,458705.83
1985559,345271,137662,2407,36,472917.43
508449,354398,40205,31594,41,63137.98
4047125,68232,15162,66421,30,1047937.49
733634,143084,49746,97731,61,50282.13
4132747,342368,144177,35411,60,1129604.42
390237,416673,150000,93355,39,15819.44
1056047,463788,150000,76661,55,192870.29
4823636,236503,11628,87030,48,1337382.07
4615677,292104,150000,99772,61,1242698.81
1606368,495238,150000,55444,22,381002.54
1045474,87695,38516,90121,50,107542.66
4765537,130066,87157,87581,60,1262309.88
1424744,138982,132548,87983,60,208476.84
3547769,264837,119558,26238,25,933444.72
2331018,115313,40800,41703,58,526914.34
3451128,409074,35788,35196,62,971636.02
4829375,28810,120754,77221,35,1243385.52
3689429,20092,26240,12738,56,934609.42
2708426,481995,141994,15772,23,735588.36
2731086,441916,64198,65270,44,738982.61
494746,58105,58739,76169,61,6133.04
4552892,161577,12089,23492,61,1249213.06
1902159,204300,32600,54979,32,419290.56
3957985,290699,150000,50338,28,1052483.95
4002177,71934,8167,64551,34,1037834.62
2203426,72788,78352,36855,38,463634.18
3551463,339401,150000,6228,64,954606.43
323950,280083,85965,68367,40,7784.45
4723942,405041,125540,20045,43,1344220.18
4994821,484003,31415,83668,25,1462887.19
1353224,495707,71895,76591,21,319938.84
4432851,155223,79900,24318,22,1188363.07
2850235,128068,94330,58458,36,670960.68
4940039,36,58650,13795,25,1308100.56
1940534,356092,150000,85184,42,432569.9
4091839,345851,615,54524,21,1156755.91
1504766,39051,150000,87694,32,196910.38
2503554,491513,77937,21747,39,692759.5
3598147,80738,41936,88770,42,896431.85
4220120,335740,150000,47373,62,1149247.94
3146862,60071,107812,31560,64,746479.03
2876517,130613,67875,11282,37,702927.58
4507086,73601,81782,33831,33,1182503.09
827220,29873,61700,63073,59,50922.56
643316,167720,8109,23043,48,60815.87
3717741,71468,23758,65322,23,943840.25
3656653,288614,108592,52900,25,969937.8
675595,196201,13317,20929,56,72810.4
1665744,8328,150000,35500,35,253834.46
2088806,137405,25622,1872,37,475399.7
3444424,251519,6800,37488,64,928716.36
2348091,121173,35539,67505,49,527660.64
4161676,46638,133672,25460,24,1052744.78
1960462,273412,85163,12155,52,456005.47
2438673,201675,150000,11870,63,562685.14
1823154,113920,16689,93928,58,359254.58
4258848,372523,81459,3717,24,1207812.84
3680826,410261,38469,1374,33,1053388.13
1009178,171813,132030,21826,40,112244.08
4977402,481522,60012,74215,38,1450705.46
4870817,435986,60021,13427,62,1422206.76
2762605,7887,150000,64442,57,586887.6
921037,491934,150000,89100,32,155647.75
3432244,228978,24642,34708,45,913184.06
2999250,498370,79003,24271,50,848435.95
1221469,24918,123714,63572,35,119839.51
2581306,297641,205,16631,56,682378.63
3092371,355706,92945,19887,28,829996.44
2012336,192081,12442,25259,48,465415.39
4533848,274073,91826,97932,42,1230266.86
663001,102201,136763,57987,58,17254.02
3380246,454978,38909,49630,36,958365.72
2351061,493689,19504,19144,25,664903.82
4150511,210171,150000,78191,54,1078737.19
3022136,378710,95698,49060,58,805299.46
715693,290690,150000,55092,31,65268.53
2836722,209496,150000,20836,22,686519.18
439017,168410,150000,66904,45,4707.2
614994,427499,87087,44456,45,88077.6
1141768,82494,41716,36380,21,147003.79
2040083,471386,150000,77735,51,501925.01
1276941,215859,150000,11569,25,204744.07
665982,308710,150000,99363,60,49468.43
2738568,347608,150000,31182,24,695758.13
473146,233853,34571,78651,25,22105.62
1364795,128279,146461,21649,25,202788.77
1589330,81991,93280,83731,36,255624.72
2877747,354824,45038,96132,38,753917.11
2609381,290157,72795,27003,63,662918.88
4952820,52132,45168,16551,37,1331688.7
3770599,255069,67690,23826,55,1016855.42
3143295,480628,114053,24729,38,876763.99
3483616,485714,11230,51696,24,1008198.05
277175,159156,83301,3868,51,2556.42
2885747,369999,136974,41274,51,749579.38
2278808,152215,66758,38718,29,514970.66
1557453,91627,27050,32353,51,285379.22
3211786,122772,99805,41682,25,785638.15
295028,407395,69110,30653,56,23953.28
1758242,229415,102033,14141,36,373302.7
4885754,451942,76693,11537,62,1427233.39
4519453,141294,122428,30401,61,1195870.42
363834,453181,19575,27387,36,58771.02
2567555,259013,150000,81690,40,599001.94
1429787,326212,40244,6630,50,322647.0
3212359,417165,14962,43461,46,903583.51
1525569,16116,100695,80314,51,213930.91
1616828,182124,90388,44293,35,308652.55
2614165,51369,77332,23070,61,589721.18
3408823,179889,150000,13416,58,858092.35
3825654,365244,150000,90935,58,1021788.46
485711,233982,127386,8629,63,20005.02
1323389,214275,45037,63444,40,235305.1
775919,205383,112666,8360,55,77537.41
3531106,291799,127048,12011,43,938759.95
1052746,188874,83040,40721,64,138172.01
622381,47632,111264,36069,59,11579.36
1176433,407409,150000,53270,45,220138.46
4854548,211284,10715,11227,42,1363093.68
2871252,161848,150000,39587,28,676576.06
1720943,436441,150000,61720,29,396447.17
601067,191082,61726,44550,35,41261.58
660796,213807,132980,68305,40,38650.14
1204001,196523,118208,76028,55,165761.86
512023,179884,150000,53651,57,9789.31
3405599,473818,150000,51332,23,936962.52
4886166,281039,53648,68881,54,1363338.91
3377902,458998,21134,68201,54,958640.28
955111,414425,56143,24807,56,191438.83
2520715,235892,69123,43552,55,614306.78
2434805,213408,150000,77902,29,544537.03
4504459,242718,133485,74861,50,1205515.27
2099054,192879,150000,70976,46,435538.58
3657550,23086,142024,93758,32,864194.45
1750184,85637,121657,57300,44,306341.57
4374482,475243,66686,26951,61,1273299.46
3473523,158279,112841,20264,39,880993.46
288668,369478,32264,19121,64,24806.29
3034837,151969,150000,84351,36,710565.96
3819348,63083,150000,50539,46,938150.3
2124914,95028,109885,30311,43,438280.75
4210162,329101,140880,42397,53,1148467.63
4947395,97551,52330,19749,62,1340934.5
2970742,340650,114672,29218,50,777660.62
2970374,138355,38345,81069,43,722066.28
3782299,94024,39222,51591,30,970479.12
3245915,343625,57755,44133,56,877547.42
470914,262399,8933,44867,51,39938.7
4309803,207627,68207,1316,63,1177146.98
562455,15487,150000,37972,42,4678.44
4674017,19346,150000,86924,63,1179808.97
1234586,297194,104691,79048,63,209988.79
1946688,270888,105137,66220,58,427820.33
3300581,417972,150000,92700,22,873866.14
